"","X","index","success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","prol_id","ctbl","sense_of_control_A","sense_of_control_B","sense_of_control_C","sense_of_control_D","age","gender","rt","url","stimulus","key_press","npress","is_data_trial","phase","trial","deck1","deck2","col1","col2","sym1","sym2","deck_l","deck_r","chosen_deck","chosen_col","chosen_sym","deck_rt","choose_choice","mutual_info","hidden_key","chosen_card","card_rt","player_num","win_card","outcome","mock_rating","response","responses","pair","soc_split_A","soc_split_B","soc_split_C","soc_split_D","choice_pair","mi_pair"
"718",199,0,NA,"html-keyboard-response",199,806633,"0.0-7.9-4.9","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",9,"C","D","black","red","moons","moons","C","D","D","red","moons",1550.5,0,0,0,"right",1014,8,1,0,NA,NA,"","CD",0,1,0,0,"10","00"
"723",204,0,NA,"html-keyboard-response",204,813155,"0.0-7.10-4.10","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",10,"A","B","red","black","stars","stars","B","A","B","red","stars",1372.8000000007,0,1,1,"left",1086.0999999996,1,0,0,NA,NA,"","AB",0,1,0,0,"10","11"
"728",209,0,NA,"html-keyboard-response",209,819944,"0.0-7.11-4.11","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",11,"A","C","black","black","moons","stars","C","A","A","black","stars",1501.5999999996,1,1,NA,"right",1198.5,2,0,0,NA,NA,"","AC",0,1,0,0,"11","10"
"733",214,0,NA,"html-keyboard-response",214,826871,"0.0-7.12-4.12","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",12,"C","D","red","black","moons","moons","D","C","D","red","moons",1404.0999999996,0,0,0,"right",1450.0999999996,6,1,0,NA,NA,"","CD",0,1,0,0,"10","00"
"738",219,0,NA,"html-keyboard-response",219,833124,"0.0-7.13-4.13","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",13,"C","D","red","black","moons","moons","D","C","D","red","moons",1220.6000000015,0,0,0,"right",950.9000000004,4,0,1,NA,NA,"","CD",0,1,0,0,"10","00"
"743",224,0,NA,"html-keyboard-response",224,838816,"0.0-7.14-4.14","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",14,"A","B","red","black","stars","stars","B","A","B","red","stars",1026.4000000004,0,1,0,"right",583.7000000011,4,0,0,NA,NA,"","AB",0,1,0,0,"10","11"
"753",234,0,NA,"html-keyboard-response",234,852997,"0.0-7.16-4.16","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",16,"B","C","red","black","stars","moons","B","C","B","red","stars",1887.0999999996,0,1,0,"right",1553.5,1,0,0,NA,NA,"","BC",0,1,0,0,"10","01"
"758",239,0,NA,"html-keyboard-response",239,859356,"0.0-7.17-4.17","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",17,"A","D","red","black","moons","stars","D","A","A","black","stars",1535.4000000004,1,1,NA,"right",754.8999999985,7,1,1,NA,NA,"","AD",0,1,0,0,"10","10"
"763",244,0,NA,"html-keyboard-response",244,865727,"0.0-7.18-4.18","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",18,"A","B","black","red","stars","stars","A","B","B","red","stars",1418,0,1,1,"left",875.7999999989,3,0,0,NA,NA,"","AB",0,1,0,0,"10","11"
"773",254,0,NA,"html-keyboard-response",254,878427,"0.0-7.20-4.20","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",20,"C","D","red","black","moons","moons","D","C","C","black","moons",1620.2999999989,1,0,NA,"right",907.5,9,1,0,NA,NA,"","CD",0,1,0,0,"10","00"
"778",259,0,NA,"html-keyboard-response",259,884862,"0.0-7.21-4.21","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",21,"A","C","black","black","moons","stars","C","A","A","black","stars",1418.2000000011,1,1,NA,"right",934.6999999993,4,0,0,NA,NA,"","AC",0,1,0,0,"11","10"
"783",264,0,NA,"html-keyboard-response",264,891345,"0.0-7.22-4.22","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",22,"C","D","black","red","moons","moons","C","D","D","red","moons",1241,0,0,1,"left",1159.9000000004,9,1,0,NA,NA,"","CD",0,1,0,0,"10","00"
"793",274,0,NA,"html-keyboard-response",274,904783,"0.0-7.24-4.24","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",24,"C","D","red","black","moons","moons","D","C","D","red","moons",1322.2999999989,0,0,1,"left",926.5999999996,1,0,1,NA,NA,"","CD",0,1,0,0,"10","00"
"798",279,0,NA,"html-keyboard-response",279,911204,"0.0-7.25-4.25","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",25,"B","D","red","red","stars","moons","B","D","B","red","stars",1128.5,0,1,0,"right",1210.4000000004,4,0,0,NA,NA,"","BD",0,1,0,0,"00","01"
"803",284,0,NA,"html-keyboard-response",284,917397,"0.0-7.26-4.26","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",26,"A","B","black","red","stars","stars","A","B","A","black","stars",1170.5,1,1,NA,"left",961.3000000007,1,0,0,NA,NA,"","AB",0,1,0,0,"10","11"
"808",289,0,NA,"html-keyboard-response",289,923502,"0.0-7.27-4.27","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",27,"A","B","red","black","stars","stars","B","A","B","red","stars",1129.8000000007,0,1,1,"left",893.8000000007,10,1,1,NA,NA,"","AB",0,1,0,0,"10","11"
"813",294,0,NA,"html-keyboard-response",294,929558,"0.0-7.28-4.28","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",28,"A","B","red","black","stars","stars","B","A","A","black","stars",1177.4000000004,1,1,NA,"left",778.2000000011,9,1,1,NA,NA,"","AB",0,1,0,0,"10","11"
"818",299,0,NA,"html-keyboard-response",299,936134,"0.0-7.29-4.29","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",29,"A","C","black","black","moons","stars","C","A","C","black","moons",1022.6999999993,1,0,NA,"left",1488.5999999996,8,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"828",309,0,NA,"html-keyboard-response",309,949214,"0.0-7.31-4.31","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",31,"A","C","black","black","moons","stars","C","A","A","black","stars",1210.5999999996,1,1,NA,"right",1188.6000000015,8,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"833",314,0,NA,"html-keyboard-response",314,955253,"0.0-7.32-4.32","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",32,"C","D","black","red","moons","moons","C","D","D","red","moons",1105.9000000004,0,0,1,"left",856.7999999989,3,0,0,NA,NA,"","CD",0,1,0,0,"10","00"
"838",319,0,NA,"html-keyboard-response",319,961592,"0.0-7.33-4.33","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",33,"B","C","red","black","stars","moons","B","C","B","red","stars",1329.8999999985,0,1,1,"left",942.0999999996,7,1,1,NA,NA,"","BC",0,1,0,0,"10","01"
"853",334,0,NA,"html-keyboard-response",334,982145,"0.0-7.36-4.36","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",36,"A","D","black","red","stars","moons","A","D","A","black","stars",1826.1999999993,1,1,NA,"left",1208,1,0,0,NA,NA,"","AD",0,1,0,0,"10","10"
"858",339,0,NA,"html-keyboard-response",339,988020,"0.0-7.37-4.37","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",37,"A","D","red","black","moons","stars","D","A","A","black","stars",1021.2999999989,1,1,NA,"right",782.9000000004,6,1,1,NA,NA,"","AD",0,1,0,0,"10","10"
"863",344,0,NA,"html-keyboard-response",344,993674,"0.0-7.38-4.38","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",38,"B","C","black","red","moons","stars","C","B","B","red","stars",894.8000000007,0,1,0,"right",690.9000000004,10,1,1,NA,NA,"","BC",0,1,0,0,"10","01"
"868",349,0,NA,"html-keyboard-response",349,999680,"0.0-7.39-4.39","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",39,"A","C","black","black","stars","moons","A","C","A","black","stars",1045,1,1,NA,"left",903.1999999993,2,0,0,NA,NA,"","AC",0,1,0,0,"11","10"
"873",354,0,NA,"html-keyboard-response",354,1006055,"0.0-7.40-4.40","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",40,"B","C","red","black","stars","moons","B","C","B","red","stars",1312.5,0,1,0,"right",996.5999999996,3,0,0,NA,NA,"","BC",0,1,0,0,"10","01"
"878",359,0,NA,"html-keyboard-response",359,1011893,"0.0-7.41-4.41","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",41,"B","D","red","red","moons","stars","D","B","B","red","stars",872.5,0,1,1,"left",889.6999999993,3,0,0,NA,NA,"","BD",0,1,0,0,"00","01"
"883",364,0,NA,"html-keyboard-response",364,1017934,"0.0-7.42-4.42","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",42,"B","D","red","red","stars","moons","B","D","B","red","stars",841.5,0,1,0,"right",1128.5,3,0,0,NA,NA,"","BD",0,1,0,0,"00","01"
"888",369,0,NA,"html-keyboard-response",369,1024039,"0.0-7.43-4.43","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",43,"B","D","red","red","moons","stars","D","B","B","red","stars",1272.8000000007,0,1,0,"right",747.4000000004,10,1,1,NA,NA,"","BD",0,1,0,0,"00","01"
"893",374,0,NA,"html-keyboard-response",374,1031147,"0.0-7.44-4.44","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",44,"A","D","black","red","stars","moons","A","D","A","black","stars",2138.8000000007,1,1,NA,"right",900.5999999996,6,1,1,NA,NA,"","AD",0,1,0,0,"10","10"
"898",379,0,NA,"html-keyboard-response",379,1037238,"0.0-7.45-4.45","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",45,"A","D","red","black","moons","stars","D","A","A","black","stars",1373,1,1,NA,"right",650.1999999993,3,0,0,NA,NA,"","AD",0,1,0,0,"10","10"
"903",384,0,NA,"html-keyboard-response",384,1043261,"0.0-7.46-4.46","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",46,"B","D","red","red","stars","moons","B","D","B","red","stars",998,0,1,1,"left",941.1999999993,6,1,1,NA,NA,"","BD",0,1,0,0,"00","01"
"908",389,0,NA,"html-keyboard-response",389,1050234,"0.0-7.47-4.47","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",47,"A","C","black","black","moons","stars","C","A","A","black","stars",1765.9000000004,1,1,NA,"right",1141.6999999993,7,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"913",394,0,NA,"html-keyboard-response",394,1056458,"0.0-7.48-4.48","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",48,"C","D","black","red","moons","moons","C","D","D","red","moons",1401.1999999993,0,0,0,"right",730.6999999993,9,1,1,NA,NA,"","CD",0,1,0,0,"10","00"
"918",399,0,NA,"html-keyboard-response",399,1062330,"0.0-7.49-4.49","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",49,"A","B","black","red","stars","stars","A","B","B","red","stars",1209.0999999996,0,1,0,"right",592.6000000015,10,1,1,NA,NA,"","AB",0,1,0,0,"10","11"
"923",404,0,NA,"html-keyboard-response",404,1068775,"0.0-7.50-4.50","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",50,"A","D","red","black","moons","stars","D","A","A","black","stars",1722.0999999996,1,1,NA,"right",652,1,0,0,NA,NA,"","AD",0,1,0,0,"10","10"
"928",409,0,NA,"html-keyboard-response",409,1074544,"0.0-7.51-4.51","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",51,"C","D","red","black","moons","moons","D","C","C","black","moons",964.1999999993,1,0,NA,"right",717.3000000007,10,1,1,NA,NA,"","CD",0,1,0,0,"10","00"
"933",414,0,NA,"html-keyboard-response",414,1080182,"0.0-7.52-4.52","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",52,"A","C","black","black","moons","stars","C","A","A","black","stars",852,1,1,NA,"right",720.1999999993,9,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"938",419,0,NA,"html-keyboard-response",419,1086556,"0.0-7.53-4.53","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",53,"B","D","red","red","stars","moons","B","D","B","red","stars",1485.3999999985,0,1,1,"left",835.1999999993,7,1,1,NA,NA,"","BD",0,1,0,0,"00","01"
"948",429,0,NA,"html-keyboard-response",429,1099785,"0.0-7.55-4.55","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",55,"B","D","red","red","moons","stars","D","B","B","red","stars",1795.2000000011,0,1,0,"right",1063.8000000007,8,1,1,NA,NA,"","BD",0,1,0,0,"00","01"
"953",434,0,NA,"html-keyboard-response",434,1106392,"0.0-7.56-4.56","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",56,"B","C","red","black","stars","moons","B","C","B","red","stars",1261.2000000011,0,1,1,"left",1265.6999999993,4,0,0,NA,NA,"","BC",0,1,0,0,"10","01"
"958",439,0,NA,"html-keyboard-response",439,1113647,"0.0-7.57-4.57","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",57,"A","B","red","black","stars","stars","B","A","B","red","stars",860,0,1,1,"left",2308.4000000004,4,0,0,NA,NA,"","AB",0,1,0,0,"10","11"
"963",444,0,NA,"html-keyboard-response",444,1119772,"0.0-7.58-4.58","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",58,"A","C","black","black","moons","stars","C","A","A","black","stars",1268,1,1,NA,"right",770.1999999993,7,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"968",449,0,NA,"html-keyboard-response",449,1125761,"0.0-7.59-4.59","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",59,"B","C","red","black","stars","moons","B","C","B","red","stars",1103.3000000007,0,1,1,"left",789.1999999993,2,0,0,NA,NA,"","BC",0,1,0,0,"10","01"
"973",454,0,NA,"html-keyboard-response",454,1132234,"0.0-7.60-4.60","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",60,"B","C","red","black","stars","moons","B","C","B","red","stars",1468.5999999996,0,1,1,"left",907.9000000004,3,0,0,NA,NA,"","BC",0,1,0,0,"10","01"
"978",459,0,NA,"html-keyboard-response",459,1138857,"0.0-7.61-4.61","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",61,"A","D","black","red","stars","moons","A","D","A","black","stars",1652.0999999996,1,1,NA,"right",905.1999999993,10,1,1,NA,NA,"","AD",0,1,0,0,"10","10"
"983",464,0,NA,"html-keyboard-response",464,1144679,"0.0-7.62-4.62","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",62,"B","C","red","black","stars","moons","B","C","B","red","stars",876.5,0,1,1,"left",865.9000000004,6,1,1,NA,NA,"","BC",0,1,0,0,"10","01"
"988",469,0,NA,"html-keyboard-response",469,1150803,"0.0-7.63-4.63","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",63,"A","C","black","black","stars","moons","A","C","A","black","stars",1133.8000000007,1,1,NA,"right",904.7999999989,10,1,1,NA,NA,"","AC",0,1,0,0,"11","10"
"993",474,0,NA,"html-keyboard-response",474,1156743,"0.0-7.64-4.64","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",64,"A","D","red","black","moons","stars","D","A","A","black","stars",994.7000000011,1,1,NA,"right",874.5,1,0,0,NA,NA,"","AD",0,1,0,0,"10","10"
"998",479,0,NA,"html-keyboard-response",479,1162481,"0.0-7.65-4.65","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",65,"A","C","black","black","moons","stars","C","A","A","black","stars",1061.5999999996,1,1,NA,"right",596.5999999996,1,0,0,NA,NA,"","AC",0,1,0,0,"11","10"
"1003",484,0,NA,"html-keyboard-response",484,1168572,"0.0-7.66-4.66","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",66,"C","D","red","black","moons","moons","D","C","D","red","moons",1188.7999999989,0,0,1,"left",806.5999999996,6,1,0,NA,NA,"","CD",0,1,0,0,"10","00"
"1008",489,0,NA,"html-keyboard-response",489,1173962,"0.0-7.67-4.67","0e6le4hsg2a6","2022-09-19 14:52:42.394","5fb7dd473afbb1033b491811",2,42,68,0,2,"45","Male",NA,"","",NA,NA,"true","choice",67,"A","D","red","black","moons","stars","D","A","A","black","stars",840.3000000007,1,1,NA,"right",483.2000000011,1,0,0,NA,NA,"","AD",0,1,0,0,"10","10"
"1195",156,0,NA,"html-keyboard-response",156,811254,"0.0-7.0-4.0","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",0,"A","C","black","black","moons","stars","C","A","A","black","stars",2124.099999994,1,1,NA,"right",1269.5,4,0,0,NA,NA,"","AC",0,0,0,0,"11","10"
"1205",166,0,NA,"html-keyboard-response",166,823387,"0.0-7.2-4.2","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",2,"A","D","red","black","moons","stars","D","A","A","black","stars",1246,1,1,NA,"left",916.400000006,8,1,1,NA,NA,"","AD",0,0,0,0,"10","10"
"1210",171,0,NA,"html-keyboard-response",171,830215,"0.0-7.3-4.3","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",3,"B","C","red","black","stars","moons","B","C","B","red","stars",1806.599999994,0,1,1,"left",978.1999999881,6,1,1,NA,NA,"","BC",0,0,0,0,"10","01"
"1215",176,0,NA,"html-keyboard-response",176,836508,"0.0-7.4-4.4","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",4,"A","C","black","black","moons","stars","C","A","A","black","stars",1241,1,1,NA,"left",1016.599999994,6,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
"1220",181,0,NA,"html-keyboard-response",181,844534,"0.0-7.5-4.5","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",5,"B","D","red","red","stars","moons","B","D","D","red","moons",2998.599999994,0,0,1,"left",965.8000000119,10,1,1,NA,NA,"","BD",0,0,0,0,"00","01"
"1225",186,0,NA,"html-keyboard-response",186,851309,"0.0-7.6-4.6","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",6,"A","C","black","black","stars","moons","A","C","A","black","stars",1530.599999994,1,1,NA,"right",1204.599999994,7,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
"1230",191,0,NA,"html-keyboard-response",191,857592,"0.0-7.7-4.7","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",7,"A","D","black","red","stars","moons","A","D","A","black","stars",1338.599999994,1,1,NA,"left",889.8000000119,3,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"1240",201,0,NA,"html-keyboard-response",201,869492,"0.0-7.9-4.9","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",9,"A","D","red","black","moons","stars","D","A","A","black","stars",912.3999999762,1,1,NA,"right",863.6999999881,4,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"1245",206,0,NA,"html-keyboard-response",206,875585,"0.0-7.10-4.10","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",10,"C","D","black","red","moons","moons","C","D","C","black","moons",1307.5,1,0,NA,"right",746.400000006,7,1,1,NA,NA,"","CD",0,0,0,0,"10","00"
"1250",211,0,NA,"html-keyboard-response",211,881530,"0.0-7.11-4.11","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",11,"A","B","red","black","stars","stars","B","A","A","black","stars",1037.5,1,1,NA,"right",865.900000006,1,0,0,NA,NA,"","AB",0,0,0,0,"10","11"
"1265",226,0,NA,"html-keyboard-response",226,899449,"0.0-7.14-4.14","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",14,"A","D","black","red","stars","moons","A","D","A","black","stars",1270.099999994,1,1,NA,"left",785.8000000119,4,0,0,NA,NA,"","AD",0,0,0,0,"10","10"
"1270",231,0,NA,"html-keyboard-response",231,906595,"0.0-7.15-4.15","0p80ze3jnx3h","2022-09-19 15:32:34.064","59102d52f601090001e80b82",2,59,0,38,0,"24","Male",NA,"","",NA,NA,"true","choice",15,"A","C","black","black","moons","stars","C","A","A","black","stars",2211.7999999821,1,1,NA,"left",877.7000000179,8,1,1,NA,NA,"","AC",0,0,0,0,"11","10"
